user_id,signup_dt,channel,plan,company_size,connected_source,reached_first_dashboard,invited_teammate,retained_w4,active_weeks
863,2025-01-18T14:57:00,paid_ads,free,51-200,0,0,0,0,0
864,2025-03-11T21:12:00,referral,free,11-50,0,0,0,0,0
865,2025-03-01T14:55:00,paid_ads,team,201-1000,0,0,0,0,0
866,2025-01-09T22:09:00,referral,free,51-200,1,1,0,0,1
867,2025-02-28T06:49:00,paid_ads,free,11-50,0,0,0,0,0
868,2025-01-03T17:49:00,organic_search,free,1-10,0,0,0,0,0
869,2025-03-10T18:12:00,organic_search,free,11-50,0,0,0,0,0
870,2025-03-20T15:20:00,referral,free,1-10,0,0,0,0,1
871,2025-03-26T08:02:00,organic_search,team,1-10,0,0,0,0,0
872,2025-01-26T09:31:00,content,free,1-10,1,1,1,0,2
873,2025-02-19T21:33:00,referral,free,11-50,0,0,0,0,0
874,2025-01-29T08:00:00,organic_search,business,1-10,0,0,0,0,0
875,2025-01-11T20:51:00,paid_ads,free,11-50,0,0,0,0,0
876,2025-02-23T17:50:00,content,team,51-200,0,0,0,0,0
877,2025-01-06T08:53:00,organic_search,free,201-1000,0,0,0,0,1
878,2025-01-13T09:46:00,outbound,free,11-50,0,0,0,0,0
879,2025-03-26T13:36:00,organic_search,free,1-10,0,0,0,0,0
880,2025-02-23T09:49:00,content,free,11-50,0,0,0,0,0
881,2025-03-27T19:56:00,paid_ads,free,51-200,0,0,0,0,0
882,2025-03-06T16:42:00,paid_ads,free,1000+,1,0,0,0,1
883,2025-02-15T16:35:00,paid_ads,business,1-10,0,0,0,0,0
884,2025-03-23T19:52:00,paid_ads,team,11-50,1,1,0,0,1
885,2025-01-28T18:49:00,referral,free,51-200,1,1,1,1,3
886,2025-02-27T20:25:00,paid_ads,free,1-10,0,0,0,0,0
887,2025-01-03T22:08:00,organic_search,business,1-10,0,0,0,0,0
888,2025-01-29T12:54:00,paid_ads,free,51-200,0,0,0,0,0
889,2025-02-05T22:35:00,outbound,free,11-50,1,1,0,1,3
890,2025-02-28T17:09:00,organic_search,free,11-50,0,0,0,0,0
891,2025-01-30T14:51:00,referral,free,11-50,0,0,0,0,0
892,2025-01-28T08:46:00,referral,free,11-50,0,0,0,0,0
893,2025-03-30T09:38:00,paid_ads,free,1-10,0,0,0,0,0
894,2025-02-18T08:49:00,content,free,51-200,0,0,0,1,3
895,2025-02-25T19:59:00,paid_ads,team,201-1000,0,0,0,0,0
896,2025-03-25T06:40:00,organic_search,team,11-50,0,0,0,0,0
897,2025-01-06T16:34:00,paid_ads,free,1-10,0,0,0,0,0
898,2025-01-20T07:43:00,referral,team,11-50,0,0,0,0,1
899,2025-03-18T22:05:00,paid_ads,free,1-10,0,0,0,0,0
900,2025-01-17T16:05:00,paid_ads,free,51-200,0,0,0,0,0
901,2025-02-03T08:25:00,paid_ads,free,51-200,0,0,0,0,0
902,2025-01-18T21:35:00,organic_search,free,11-50,1,1,1,1,4
903,2025-03-13T22:15:00,referral,free,1-10,1,1,1,1,3
904,2025-03-29T08:07:00,paid_ads,free,11-50,0,0,0,0,0
905,2025-02-11T17:38:00,paid_ads,free,51-200,1,1,0,0,1
906,2025-02-14T20:39:00,organic_search,free,1-10,0,0,0,0,0
907,2025-01-26T17:09:00,content,team,201-1000,0,0,0,0,0
908,2025-01-07T13:39:00,organic_search,business,201-1000,1,1,1,0,1
909,2025-01-02T16:44:00,content,team,1-10,1,1,1,0,2
910,2025-02-12T12:47:00,paid_ads,free,1-10,0,0,0,0,0
911,2025-02-03T21:39:00,paid_ads,team,1-10,0,0,0,0,0
912,2025-01-03T18:37:00,referral,team,11-50,0,0,0,0,1
913,2025-01-08T15:12:00,organic_search,team,11-50,0,0,0,0,0
914,2025-03-25T06:04:00,organic_search,free,1-10,0,0,0,1,2
915,2025-03-26T17:55:00,content,free,1-10,0,0,0,0,1
916,2025-02-19T13:24:00,content,free,51-200,1,1,1,0,1
917,2025-03-04T08:11:00,outbound,free,1000+,1,1,0,0,1
918,2025-01-03T07:15:00,referral,business,1-10,0,0,0,0,1
919,2025-01-21T06:22:00,paid_ads,free,11-50,0,0,0,0,0
920,2025-03-06T14:51:00,paid_ads,free,1-10,0,0,0,0,0
921,2025-01-04T14:14:00,paid_ads,free,201-1000,0,0,0,0,0
922,2025-01-12T18:33:00,referral,business,11-50,0,0,0,0,0
923,2025-01-30T19:15:00,referral,free,11-50,0,0,0,0,1
924,2025-03-19T16:28:00,paid_ads,free,1-10,0,0,0,0,0
925,2025-03-11T12:55:00,organic_search,free,51-200,0,0,0,0,0
926,2025-01-18T19:58:00,content,business,1-10,0,0,0,0,1
927,2025-01-21T16:04:00,outbound,free,201-1000,0,0,0,0,0
928,2025-02-10T10:46:00,organic_search,free,1-10,0,0,0,0,0
929,2025-02-22T15:28:00,outbound,team,51-200,1,1,0,0,1
930,2025-02-05T10:49:00,referral,free,1-10,1,1,1,1,3
931,2025-03-20T14:38:00,organic_search,free,1-10,1,1,0,0,2
932,2025-03-29T06:22:00,organic_search,free,51-200,0,0,0,0,0
933,2025-03-19T21:45:00,organic_search,free,1-10,0,0,0,0,0
934,2025-03-02T10:10:00,paid_ads,free,1-10,0,0,0,0,0
935,2025-01-02T14:26:00,content,free,51-200,0,0,0,0,0
936,2025-01-27T08:11:00,organic_search,business,1000+,0,0,0,0,0
937,2025-03-04T16:55:00,content,free,1-10,0,0,0,0,0
938,2025-01-06T18:46:00,paid_ads,free,11-50,0,0,0,0,0
939,2025-03-18T22:41:00,content,team,51-200,0,0,0,0,1
940,2025-02-27T20:52:00,paid_ads,team,201-1000,0,0,0,0,0
941,2025-03-10T18:47:00,organic_search,free,11-50,0,0,0,0,0
942,2025-01-07T12:18:00,content,free,201-1000,0,0,0,0,0
943,2025-02-06T20:10:00,content,free,11-50,0,0,0,0,0
944,2025-03-08T10:29:00,organic_search,team,11-50,0,0,0,0,0
945,2025-01-15T11:49:00,content,free,201-1000,0,0,0,0,0
946,2025-02-20T19:20:00,paid_ads,free,1-10,0,0,0,0,1
947,2025-01-26T20:05:00,referral,free,51-200,0,0,0,0,0
948,2025-01-21T09:05:00,outbound,free,11-50,0,0,0,0,0
949,2025-03-09T18:46:00,paid_ads,team,11-50,0,0,0,0,0
950,2025-02-18T18:02:00,outbound,team,201-1000,0,0,0,0,1
951,2025-03-26T10:10:00,referral,team,1-10,0,0,0,0,0
952,2025-02-23T15:19:00,content,team,1000+,1,1,1,0,1
953,2025-01-24T09:57:00,organic_search,free,1-10,0,0,0,0,0
954,2025-02-02T06:29:00,referral,free,11-50,0,0,0,0,0
955,2025-03-19T21:15:00,content,free,51-200,0,0,0,0,0
956,2025-02-26T08:38:00,paid_ads,free,1-10,0,0,0,0,0
957,2025-03-21T12:03:00,paid_ads,free,1-10,0,0,0,0,0
958,2025-01-19T07:42:00,paid_ads,free,11-50,0,0,0,0,0
959,2025-01-12T07:06:00,paid_ads,free,1-10,0,0,0,0,0
960,2025-03-20T11:29:00,referral,team,11-50,1,1,0,1,3
961,2025-02-08T16:23:00,organic_search,team,51-200,0,0,0,0,0
962,2025-03-12T08:18:00,content,free,1-10,0,0,0,0,0
963,2025-02-12T22:26:00,content,free,51-200,0,0,0,0,0
964,2025-01-14T22:05:00,referral,free,51-200,0,0,0,0,0
965,2025-04-01T15:27:00,outbound,free,1-10,0,0,0,0,0
966,2025-03-21T17:59:00,paid_ads,free,11-50,0,0,0,0,0
967,2025-03-22T21:31:00,paid_ads,team,201-1000,0,0,0,0,0
968,2025-02-07T12:00:00,organic_search,free,11-50,1,0,0,1,3
969,2025-01-27T19:26:00,content,free,1-10,1,1,0,1,3
970,2025-01-28T06:40:00,content,free,1-10,0,0,0,0,0
971,2025-02-09T15:32:00,content,free,51-200,0,0,0,0,0
972,2025-02-12T16:25:00,organic_search,team,11-50,1,0,0,1,4
973,2025-01-23T12:21:00,organic_search,team,201-1000,1,1,0,1,2
974,2025-03-02T07:41:00,paid_ads,free,1-10,0,0,0,0,0
975,2025-03-10T16:29:00,paid_ads,team,11-50,0,0,0,0,0
976,2025-03-08T15:36:00,content,team,1-10,0,0,0,0,0
977,2025-01-27T16:51:00,paid_ads,team,51-200,0,0,0,0,1
978,2025-01-20T14:53:00,organic_search,free,1000+,0,0,0,0,0
979,2025-01-22T18:11:00,referral,free,201-1000,1,1,1,1,4
980,2025-04-01T16:45:00,content,free,11-50,0,0,0,0,1
981,2025-01-31T17:28:00,paid_ads,team,1-10,0,0,0,0,0
982,2025-01-23T09:23:00,paid_ads,team,51-200,0,0,0,0,0
983,2025-02-26T22:01:00,outbound,team,201-1000,0,0,0,0,0
984,2025-02-13T21:46:00,organic_search,team,1-10,0,0,0,0,0
985,2025-01-13T22:43:00,paid_ads,business,1-10,0,0,0,0,0
986,2025-02-19T22:07:00,organic_search,free,201-1000,0,0,0,0,0
987,2025-03-18T08:21:00,referral,free,1-10,0,0,0,0,0
988,2025-03-26T15:01:00,paid_ads,free,1-10,0,0,0,0,0
989,2025-02-11T12:12:00,content,free,11-50,0,0,0,0,0
990,2025-03-27T09:17:00,content,free,1-10,1,0,0,0,2
991,2025-03-21T22:06:00,organic_search,free,11-50,0,0,0,1,1
992,2025-01-19T15:36:00,paid_ads,free,1-10,0,0,0,0,0
993,2025-02-13T20:03:00,referral,free,11-50,0,0,0,0,1
994,2025-01-14T18:03:00,referral,free,11-50,0,0,0,0,1
995,2025-03-17T20:39:00,content,free,1-10,0,0,0,0,0
996,2025-03-27T08:59:00,organic_search,team,11-50,0,0,0,0,0
997,2025-03-31T20:06:00,organic_search,free,51-200,0,0,0,0,1
998,2025-03-01T21:14:00,content,business,1-10,0,0,0,0,0
999,2025-02-03T17:25:00,content,free,201-1000,0,0,0,0,1
1000,2025-02-11T20:31:00,paid_ads,free,11-50,0,0,0,0,0
1001,2025-03-01T11:18:00,paid_ads,team,11-50,0,0,0,0,0
1002,2025-01-14T18:52:00,organic_search,team,1-10,0,0,0,1,1
1003,2025-01-10T15:34:00,referral,free,11-50,0,0,0,0,0
1004,2025-02-01T11:30:00,organic_search,free,1-10,0,0,0,0,0
1005,2025-03-17T19:50:00,content,business,11-50,0,0,0,0,0
1006,2025-03-30T13:11:00,paid_ads,free,1-10,0,0,0,0,0
1007,2025-03-15T21:07:00,outbound,free,11-50,1,1,0,0,3
1008,2025-02-26T11:19:00,referral,business,1-10,0,0,0,0,0
1009,2025-03-18T18:20:00,organic_search,free,51-200,1,1,1,1,1
1010,2025-01-18T06:48:00,organic_search,free,1-10,0,0,0,0,0
1011,2025-02-19T20:12:00,paid_ads,free,201-1000,0,0,0,0,0
1012,2025-03-28T15:58:00,organic_search,business,11-50,0,0,0,0,0
1013,2025-02-14T08:37:00,outbound,free,1000+,0,0,0,0,0
1014,2025-01-17T15:03:00,paid_ads,free,11-50,0,0,0,0,0
1015,2025-04-01T17:07:00,organic_search,team,201-1000,0,0,0,0,0
1016,2025-03-31T18:40:00,organic_search,free,11-50,0,0,0,0,0
1017,2025-03-11T12:42:00,paid_ads,free,1-10,0,0,0,0,0
1018,2025-02-16T19:09:00,referral,free,201-1000,0,0,0,0,0
1019,2025-01-02T08:41:00,organic_search,free,51-200,0,0,0,0,0
1020,2025-02-25T10:05:00,paid_ads,free,51-200,0,0,0,0,0
1021,2025-03-31T19:39:00,content,free,11-50,1,1,1,0,1
1022,2025-02-27T18:22:00,referral,free,11-50,0,0,0,0,0
1023,2025-03-05T13:45:00,organic_search,free,11-50,0,0,0,0,0
1024,2025-02-16T07:02:00,paid_ads,free,51-200,0,0,0,0,0
1025,2025-03-03T08:09:00,organic_search,team,11-50,0,0,0,0,0
1026,2025-02-05T20:33:00,content,free,201-1000,1,0,0,0,0
1027,2025-03-02T08:43:00,organic_search,free,51-200,0,0,0,0,0
1028,2025-01-07T16:34:00,paid_ads,team,11-50,0,0,0,0,0
1029,2025-03-02T16:26:00,paid_ads,free,1000+,0,0,0,0,0
1030,2025-01-22T07:44:00,organic_search,business,51-200,0,0,0,0,0
1031,2025-03-14T14:03:00,content,free,11-50,1,1,1,0,3
1032,2025-03-26T15:51:00,referral,team,1-10,0,0,0,0,0
1033,2025-01-17T22:04:00,paid_ads,team,1-10,0,0,0,0,0
1034,2025-02-05T14:54:00,organic_search,free,51-200,0,0,0,0,0
1035,2025-03-17T10:42:00,referral,free,51-200,0,0,0,0,1
1036,2025-03-31T13:31:00,organic_search,free,11-50,0,0,0,0,1
1037,2025-01-11T10:38:00,organic_search,business,1-10,0,0,0,0,0
1038,2025-02-22T18:15:00,paid_ads,free,51-200,0,0,0,0,0
1039,2025-03-15T17:03:00,organic_search,free,51-200,0,0,0,0,0
1040,2025-01-22T20:25:00,organic_search,free,11-50,0,0,0,0,0
1041,2025-03-10T13:24:00,outbound,free,11-50,0,0,0,0,0
1042,2025-03-09T19:00:00,organic_search,free,51-200,0,0,0,0,0
1043,2025-02-10T22:43:00,paid_ads,business,1-10,0,0,0,0,1
1044,2025-02-15T19:39:00,paid_ads,team,201-1000,0,0,0,0,0
1045,2025-02-04T09:16:00,paid_ads,free,11-50,0,0,0,0,0
1046,2025-01-31T12:33:00,content,free,51-200,0,0,0,0,0
1047,2025-03-12T06:43:00,organic_search,free,1-10,0,0,0,0,0
1048,2025-03-09T09:43:00,paid_ads,free,1-10,0,0,0,0,0
1049,2025-01-25T07:01:00,organic_search,free,1-10,0,0,0,0,0
1050,2025-01-28T09:45:00,referral,business,1-10,1,1,0,1,2
1051,2025-02-18T11:57:00,referral,free,1-10,0,0,0,0,1
1052,2025-03-26T08:40:00,organic_search,free,1000+,1,0,0,1,2
1053,2025-03-30T16:16:00,content,free,1-10,0,0,0,0,0
1054,2025-02-18T18:21:00,content,business,1-10,0,0,0,0,0
1055,2025-01-23T20:04:00,content,free,201-1000,0,0,0,0,0
1056,2025-01-23T21:06:00,referral,free,51-200,0,0,0,0,0
1057,2025-03-24T09:58:00,organic_search,free,1-10,1,1,1,1,4
1058,2025-01-10T14:49:00,organic_search,free,201-1000,0,0,0,0,0
1059,2025-03-23T06:59:00,organic_search,free,11-50,1,1,1,0,1
1060,2025-02-12T18:36:00,organic_search,free,51-200,0,0,0,0,0
1061,2025-03-03T19:25:00,content,team,51-200,0,0,0,0,0
1062,2025-03-11T13:00:00,content,free,51-200,0,0,0,0,0
1063,2025-01-16T17:21:00,content,free,11-50,1,1,0,0,0
1064,2025-03-24T08:23:00,referral,free,1000+,0,0,0,0,0
1065,2025-02-28T15:41:00,organic_search,free,11-50,0,0,0,0,0
1066,2025-03-26T12:19:00,outbound,free,201-1000,0,0,0,0,0
1067,2025-02-15T21:05:00,referral,team,11-50,0,0,0,0,0
1068,2025-01-05T12:01:00,organic_search,team,11-50,0,0,0,0,0
1069,2025-01-09T15:31:00,paid_ads,free,201-1000,0,0,0,0,0
1070,2025-01-03T07:21:00,paid_ads,free,51-200,0,0,0,0,0
1071,2025-01-16T12:51:00,organic_search,free,11-50,0,0,0,0,0
1072,2025-03-10T10:47:00,outbound,free,201-1000,0,0,0,0,0
1073,2025-01-19T21:41:00,organic_search,free,201-1000,0,0,0,0,0
1074,2025-02-01T10:00:00,referral,free,1-10,0,0,0,0,0
1075,2025-01-13T20:39:00,paid_ads,free,11-50,0,0,0,0,0
1076,2025-01-14T09:31:00,content,free,11-50,0,0,0,0,0
1077,2025-01-26T19:21:00,organic_search,team,1000+,0,0,0,0,0
1078,2025-02-11T09:43:00,referral,free,1-10,0,0,0,0,0
1079,2025-01-28T07:37:00,content,free,1-10,0,0,0,0,0
1080,2025-02-23T11:44:00,organic_search,free,1-10,0,0,0,0,0
1081,2025-03-16T07:08:00,organic_search,free,201-1000,0,0,0,0,0
1082,2025-01-21T06:56:00,referral,free,1-10,0,0,0,0,1
1083,2025-01-12T15:26:00,organic_search,free,51-200,0,0,0,0,0
1084,2025-01-17T12:09:00,paid_ads,free,11-50,0,0,0,0,0
1085,2025-01-23T07:38:00,paid_ads,free,11-50,0,0,0,0,0
1086,2025-03-22T15:22:00,outbound,free,11-50,0,0,0,0,0
1087,2025-03-09T09:39:00,organic_search,free,51-200,0,0,0,0,0
1088,2025-01-29T20:49:00,paid_ads,free,1-10,1,1,0,0,0
1089,2025-01-15T10:43:00,organic_search,team,201-1000,1,1,1,1,2
1090,2025-01-21T07:03:00,paid_ads,free,1-10,0,0,0,0,0
1091,2025-02-12T20:02:00,paid_ads,free,1-10,1,1,0,0,1
1092,2025-01-21T06:31:00,paid_ads,free,1-10,0,0,0,0,0
1093,2025-02-26T16:26:00,organic_search,free,51-200,0,0,0,0,1
1094,2025-01-15T16:14:00,paid_ads,free,51-200,0,0,0,0,0
1095,2025-02-18T13:04:00,content,free,11-50,0,0,0,0,0
1096,2025-01-19T12:59:00,content,free,1-10,1,1,0,1,3
1097,2025-02-28T12:40:00,paid_ads,free,1-10,1,0,0,1,1
1098,2025-01-05T07:17:00,paid_ads,free,201-1000,0,0,0,0,0
1099,2025-01-22T16:14:00,paid_ads,team,11-50,0,0,0,0,0
1100,2025-03-23T11:36:00,content,business,201-1000,0,0,0,0,0
1101,2025-03-08T21:55:00,organic_search,business,11-50,0,0,0,0,0
1102,2025-02-05T06:46:00,content,free,201-1000,0,0,0,0,0
1103,2025-02-25T13:57:00,organic_search,business,201-1000,0,0,0,0,0
1104,2025-01-01T19:02:00,outbound,free,11-50,1,1,1,0,1
1105,2025-01-05T19:33:00,content,free,51-200,0,0,0,0,0
1106,2025-01-13T20:31:00,referral,free,11-50,1,1,1,1,3
1107,2025-02-22T12:08:00,organic_search,free,1-10,0,0,0,0,0
1108,2025-01-03T21:42:00,outbound,free,51-200,0,0,0,0,0
1109,2025-03-16T06:29:00,content,free,1-10,0,0,0,0,0
1110,2025-01-24T17:40:00,content,free,51-200,0,0,0,0,1
1111,2025-01-10T18:57:00,content,free,11-50,0,0,0,0,0
1112,2025-02-04T12:50:00,organic_search,free,11-50,0,0,0,0,0
1113,2025-01-08T22:58:00,paid_ads,free,201-1000,0,0,0,0,0
1114,2025-02-16T20:39:00,organic_search,free,11-50,0,0,0,0,0
1115,2025-04-01T08:35:00,referral,team,1-10,0,0,0,0,0
1116,2025-01-31T09:41:00,outbound,free,201-1000,0,0,0,0,0
1117,2025-03-31T12:48:00,referral,team,1-10,0,0,0,0,0
1118,2025-02-04T22:43:00,paid_ads,free,1-10,0,0,0,0,0
1119,2025-02-27T21:32:00,paid_ads,free,1-10,0,0,0,0,0
1120,2025-03-28T15:28:00,content,free,51-200,0,0,0,0,1
1121,2025-01-09T12:57:00,outbound,team,1-10,1,1,1,1,2
1122,2025-01-23T15:04:00,paid_ads,free,1-10,0,0,0,0,0
1123,2025-03-05T10:55:00,referral,free,1000+,0,0,0,1,1
1124,2025-02-23T10:30:00,organic_search,free,11-50,0,0,0,0,0
1125,2025-02-07T12:04:00,referral,free,51-200,0,0,0,0,0
1126,2025-03-08T16:26:00,content,free,51-200,0,0,0,0,0
1127,2025-03-04T22:53:00,content,free,11-50,0,0,0,0,0
1128,2025-02-09T11:50:00,referral,free,11-50,1,1,1,1,3
1129,2025-01-07T10:22:00,outbound,free,1000+,0,0,0,0,0
1130,2025-01-21T15:11:00,referral,business,201-1000,1,1,0,0,1
1131,2025-03-27T10:10:00,referral,free,1-10,0,0,0,0,0
1132,2025-01-17T20:16:00,paid_ads,free,1-10,0,0,0,0,0
1133,2025-03-27T16:22:00,content,free,11-50,0,0,0,0,1
1134,2025-03-10T15:07:00,outbound,business,11-50,0,0,0,0,0
1135,2025-01-19T20:59:00,paid_ads,free,1-10,0,0,0,0,0
1136,2025-03-06T16:41:00,content,team,11-50,1,1,0,0,1
1137,2025-03-15T10:51:00,organic_search,free,201-1000,0,0,0,0,0
1138,2025-03-30T09:46:00,paid_ads,free,1-10,1,0,0,0,2
1139,2025-01-15T15:01:00,referral,free,201-1000,0,0,0,0,0
1140,2025-01-12T16:03:00,paid_ads,free,1-10,0,0,0,0,0
1141,2025-02-05T12:01:00,paid_ads,free,201-1000,0,0,0,0,0
1142,2025-01-12T22:25:00,referral,free,1-10,0,0,0,0,0
1143,2025-01-08T17:25:00,referral,free,201-1000,0,0,0,0,0
1144,2025-02-17T06:18:00,paid_ads,free,1-10,0,0,0,0,0
1145,2025-03-13T08:13:00,paid_ads,team,11-50,0,0,0,0,0
1146,2025-02-26T15:10:00,outbound,team,1000+,0,0,0,0,0
1147,2025-02-23T10:53:00,paid_ads,free,1-10,0,0,0,0,0
1148,2025-03-02T22:21:00,organic_search,free,1000+,0,0,0,0,0
1149,2025-01-12T06:26:00,content,free,1-10,0,0,0,0,0
1150,2025-03-01T10:12:00,organic_search,free,11-50,0,0,0,0,0
1151,2025-01-06T15:53:00,referral,free,11-50,0,0,0,0,0
1152,2025-01-29T06:50:00,content,free,1-10,0,0,0,0,0
1153,2025-03-23T21:07:00,outbound,free,201-1000,0,0,0,0,0
1154,2025-03-04T13:01:00,paid_ads,free,1-10,0,0,0,0,1
1155,2025-01-09T17:37:00,outbound,free,11-50,0,0,0,0,0
1156,2025-03-29T21:44:00,organic_search,team,11-50,0,0,0,0,0
1157,2025-01-03T14:10:00,content,free,1-10,0,0,0,0,0
1158,2025-03-30T10:22:00,paid_ads,free,1-10,0,0,0,0,0
1159,2025-02-15T07:18:00,paid_ads,free,51-200,0,0,0,0,0
1160,2025-01-25T11:48:00,organic_search,free,51-200,1,1,0,0,3
1161,2025-02-10T15:17:00,paid_ads,free,51-200,1,1,0,0,3
1162,2025-03-16T17:52:00,organic_search,free,1-10,0,0,0,0,0
1163,2025-03-04T19:21:00,organic_search,business,1-10,0,0,0,0,1
1164,2025-03-06T13:53:00,organic_search,free,201-1000,1,1,0,1,3
1165,2025-03-09T09:26:00,referral,free,1-10,0,0,0,0,0
1166,2025-01-03T21:22:00,content,free,11-50,0,0,0,0,0
1167,2025-03-18T22:48:00,content,business,1-10,0,0,0,0,0
1168,2025-01-16T13:08:00,paid_ads,team,1-10,0,0,0,1,1
1169,2025-01-17T12:08:00,organic_search,business,11-50,1,1,0,0,1
1170,2025-01-15T08:01:00,content,team,51-200,0,0,0,0,0
1171,2025-01-14T07:50:00,organic_search,free,11-50,0,0,0,0,0
1172,2025-02-02T07:04:00,paid_ads,free,1-10,0,0,0,0,0
1173,2025-01-16T12:37:00,organic_search,team,1-10,0,0,0,0,0
1174,2025-01-12T10:54:00,paid_ads,team,1-10,0,0,0,0,0
1175,2025-02-15T11:54:00,referral,free,51-200,0,0,0,0,0
1176,2025-03-14T08:06:00,organic_search,team,51-200,0,0,0,0,0
1177,2025-01-25T15:10:00,paid_ads,team,11-50,0,0,0,0,0
1178,2025-01-13T12:58:00,outbound,free,51-200,0,0,0,0,0
1179,2025-03-17T11:28:00,paid_ads,free,1-10,1,1,0,0,2
1180,2025-02-18T19:13:00,content,free,11-50,0,0,0,0,0
1181,2025-02-10T09:29:00,content,free,1-10,0,0,0,0,1
1182,2025-04-01T15:35:00,content,team,1-10,0,0,0,0,0
1183,2025-02-19T15:29:00,paid_ads,free,1-10,0,0,0,0,0
1184,2025-02-26T13:35:00,outbound,free,1000+,0,0,0,0,1
1185,2025-01-09T21:43:00,paid_ads,free,1-10,1,1,1,1,2
1186,2025-03-28T09:25:00,referral,free,51-200,0,0,0,0,0
1187,2025-01-19T18:25:00,organic_search,free,1000+,0,0,0,0,1
1188,2025-01-22T08:23:00,content,business,1-10,0,0,0,0,0
1189,2025-02-21T09:14:00,referral,team,51-200,0,0,0,0,0
1190,2025-03-16T14:48:00,organic_search,team,51-200,0,0,0,0,0
1191,2025-03-02T18:31:00,paid_ads,free,1-10,0,0,0,0,0
1192,2025-01-16T14:31:00,paid_ads,free,11-50,0,0,0,0,0
1193,2025-01-13T07:53:00,organic_search,free,51-200,1,1,1,0,2
1194,2025-02-18T16:09:00,outbound,free,11-50,1,1,0,1,3
1195,2025-03-26T22:49:00,content,free,11-50,0,0,0,0,0
1196,2025-03-05T21:32:00,organic_search,free,1-10,1,0,0,1,4
1197,2025-03-11T06:48:00,content,free,11-50,0,0,0,0,0
1198,2025-02-19T20:20:00,outbound,team,11-50,0,0,0,0,0
1199,2025-01-23T15:56:00,organic_search,team,11-50,1,1,0,1,1
1200,2025-02-19T21:48:00,organic_search,free,51-200,0,0,0,0,0
1201,2025-03-29T21:30:00,referral,free,1-10,0,0,0,0,0
1202,2025-02-03T21:37:00,organic_search,business,11-50,0,0,0,0,0
1203,2025-02-06T16:03:00,paid_ads,free,1-10,0,0,0,0,0
1204,2025-02-14T06:48:00,content,team,1-10,0,0,0,0,0
1205,2025-02-14T17:26:00,organic_search,free,51-200,0,0,0,0,0
1206,2025-03-24T15:37:00,organic_search,free,51-200,0,0,0,0,0
1207,2025-01-15T16:10:00,content,free,1-10,1,1,0,0,1
1208,2025-02-24T22:57:00,paid_ads,free,1-10,0,0,0,0,0
1209,2025-01-03T16:24:00,paid_ads,free,1-10,1,1,1,0,2
1210,2025-03-04T09:44:00,organic_search,free,1-10,1,1,1,1,4
1211,2025-03-27T16:10:00,paid_ads,free,11-50,0,0,0,0,0
1212,2025-03-05T08:53:00,paid_ads,team,1-10,0,0,0,0,0
1213,2025-02-08T18:51:00,organic_search,free,51-200,1,1,1,1,3
1214,2025-03-16T09:37:00,organic_search,free,1-10,0,0,0,0,2
1215,2025-03-02T19:13:00,content,free,1-10,0,0,0,0,0
1216,2025-03-06T15:27:00,content,free,1-10,0,0,0,0,0
1217,2025-02-02T22:29:00,paid_ads,free,11-50,0,0,0,0,0
1218,2025-03-22T22:55:00,content,free,11-50,0,0,0,0,0
1219,2025-03-01T14:59:00,referral,free,51-200,1,1,1,1,4
1220,2025-02-25T07:33:00,content,free,11-50,0,0,0,0,0
1221,2025-03-29T15:54:00,organic_search,free,1-10,0,0,0,0,0
1222,2025-01-09T12:54:00,content,free,51-200,0,0,0,0,1
1223,2025-02-02T13:25:00,referral,free,1-10,1,1,1,1,1
1224,2025-02-09T20:31:00,organic_search,free,11-50,0,0,0,0,0
1225,2025-01-05T12:10:00,referral,free,1-10,1,1,1,1,3
1226,2025-02-05T11:41:00,content,team,1000+,1,1,0,0,1
1227,2025-01-03T07:55:00,paid_ads,team,1-10,0,0,0,0,1
1228,2025-01-09T19:57:00,organic_search,free,51-200,1,1,1,0,0
1229,2025-01-18T13:07:00,organic_search,free,11-50,0,0,0,0,0
1230,2025-03-27T22:16:00,organic_search,free,1-10,1,1,1,1,3
1231,2025-02-10T16:53:00,referral,free,11-50,0,0,0,0,0
1232,2025-01-31T19:13:00,content,free,1-10,0,0,0,0,0
1233,2025-02-26T19:16:00,outbound,team,1-10,1,1,1,1,3
1234,2025-03-31T09:20:00,paid_ads,free,11-50,0,0,0,0,0
1235,2025-02-05T10:23:00,organic_search,free,11-50,0,0,0,0,0
1236,2025-03-24T07:53:00,paid_ads,team,51-200,0,0,0,0,0
1237,2025-03-27T13:16:00,organic_search,free,1-10,0,0,0,0,0
1238,2025-02-16T09:34:00,outbound,team,201-1000,0,0,0,0,0
1239,2025-02-20T14:19:00,paid_ads,free,51-200,0,0,0,0,0
1240,2025-01-27T11:58:00,organic_search,free,1-10,0,0,0,0,0
1241,2025-03-24T19:50:00,content,free,201-1000,0,0,0,0,1
1242,2025-03-04T21:47:00,content,free,201-1000,0,0,0,0,0
1243,2025-01-13T11:44:00,content,free,1-10,0,0,0,0,0
1244,2025-03-12T16:29:00,paid_ads,free,51-200,0,0,0,0,0
1245,2025-01-24T20:50:00,referral,free,1-10,0,0,0,0,0
1246,2025-02-09T16:36:00,organic_search,free,1-10,1,1,1,1,3
1247,2025-03-25T10:54:00,paid_ads,free,11-50,0,0,0,0,0
1248,2025-02-27T21:55:00,outbound,team,1-10,0,0,0,0,0
